5.131386861313868231e+00,5.669354838709677047e+00,4.686666666666666714e+01,4.535483870967741638e+00,2.510714285714285765e+01,1.900000000000000000e+01,2.343333333333333357e+01,2.703846153846154010e+01,4.686666666666666714e+01,3.347619047619047450e+01,1.212068965517241459e+01,1.115873015873015817e+01,4.135294117647058698e+01,1.597727272727272663e+01,2.067647058823529349e+01,1.850000000000000000e+01,2.008571428571428541e+01,5.858333333333333570e+01,2.343333333333333357e+01,7.811111111111111427e+01,2.703846153846154010e+01,1.278181818181818130e+01,1.301851851851851904e+01,2.603703703703703809e+01,2.067647058823529349e+01,2.008571428571428541e+01,2.196875000000000000e+01,4.135294117647058698e+01,1.634883720930232442e+01,2.929166666666666785e+01,2.067647058823529349e+01,1.634883720930232442e+01,2.703846153846154010e+01,3.700000000000000000e+01,3.056521739130434767e+01,2.424137931034482918e+01,3.905555555555555713e+01,2.067647058823529349e+01,2.812000000000000099e+01,2.812000000000000099e+01,7.725274725274725363e+00,1.714634146341463250e+01,1.947368421052631637e+00,2.603703703703703809e+01,3.700000000000000000e+01,2.196875000000000000e+01,4.135294117647058698e+01,2.929166666666666785e+01,1.495744680851063890e+01,1.562222222222222179e+01,2.343333333333333357e+01,3.056521739130434767e+01,4.393750000000000000e+01,3.905555555555555713e+01,3.700000000000000000e+01,1.802564102564102555e+01,1.405999999999999943e+02,2.703846153846154010e+01,2.008571428571428541e+01,5.021428571428571530e+01,3.700000000000000000e+01,2.008571428571428541e+01,1.900000000000000000e+01,2.067647058823529349e+01
7.583941605839416233e+00,8.379032258064516014e+00,6.926666666666666572e+01,6.703225806451612812e+00,3.710714285714285410e+01,2.808108108108108070e+01,3.463333333333333286e+01,3.996153846153845990e+01,6.926666666666666572e+01,4.947619047619047450e+01,1.791379310344827758e+01,1.649206349206349032e+01,6.111764705882352899e+01,2.361363636363636331e+01,3.055882352941176450e+01,2.734210526315789380e+01,2.968571428571428683e+01,8.658333333333332860e+01,3.463333333333333286e+01,1.154444444444444429e+02,3.996153846153845990e+01,1.889090909090909065e+01,1.924074074074074048e+01,3.848148148148148096e+01,3.055882352941176450e+01,2.968571428571428683e+01,3.246875000000000000e+01,6.111764705882352899e+01,2.416279069767441712e+01,4.329166666666666430e+01,3.055882352941176450e+01,2.416279069767441712e+01,3.996153846153845990e+01,5.468421052631578760e+01,4.517391304347825809e+01,3.582758620689655515e+01,5.772222222222222143e+01,3.055882352941176450e+01,4.156000000000000227e+01,4.156000000000000227e+01,1.141758241758241788e+01,2.534146341463414487e+01,2.878116343490304541e+00,3.848148148148148096e+01,5.468421052631578760e+01,3.246875000000000000e+01,6.111764705882352899e+01,4.329166666666666430e+01,2.210638297872340274e+01,2.308888888888888857e+01,3.463333333333333286e+01,4.517391304347825809e+01,6.493750000000000000e+01,5.772222222222222143e+01,5.468421052631578760e+01,2.664102564102564230e+01,2.078000000000000114e+02,3.996153846153845990e+01,2.968571428571428683e+01,7.421428571428570820e+01,5.468421052631578760e+01,2.968571428571428683e+01,2.808108108108108070e+01,3.055882352941176450e+01
2.058394160583941535e+00,2.274193548387096975e+00,1.880000000000000071e+01,1.819354838709677402e+00,1.007142857142857117e+01,7.621621621621621934e+00,9.400000000000000355e+00,1.084615384615384670e+01,1.880000000000000071e+01,1.342857142857142883e+01,4.862068965517241104e+00,4.476190476190476275e+00,1.658823529411764852e+01,6.409090909090909172e+00,8.294117647058824261e+00,7.421052631578947789e+00,8.057142857142856940e+00,2.350000000000000000e+01,9.400000000000000355e+00,3.133333333333333215e+01,1.084615384615384670e+01,5.127272727272726982e+00,5.222222222222222321e+00,1.044444444444444464e+01,8.294117647058824261e+00,8.057142857142856940e+00,8.812500000000000000e+00,1.658823529411764852e+01,6.558139534883721034e+00,1.175000000000000000e+01,8.294117647058824261e+00,6.558139534883721034e+00,1.084615384615384670e+01,1.484210526315789558e+01,1.226086956521739069e+01,9.724137931034482207e+00,1.566666666666666607e+01,8.294117647058824261e+00,1.127999999999999936e+01,1.127999999999999936e+01,3.098901098901098994e+00,6.878048780487804770e+00,7.811634349030470714e-01,1.044444444444444464e+01,1.484210526315789558e+01,8.812500000000000000e+00,1.658823529411764852e+01,1.175000000000000000e+01,6.000000000000000000e+00,6.266666666666666607e+00,9.400000000000000355e+00,1.226086956521739069e+01,1.762500000000000000e+01,1.566666666666666607e+01,1.484210526315789558e+01,7.230769230769230838e+00,5.639999999999999858e+01,1.084615384615384670e+01,8.057142857142856940e+00,2.014285714285714235e+01,1.484210526315789558e+01,8.057142857142856940e+00,7.621621621621621934e+00,8.294117647058824261e+00
5.175182481751824604e+00,5.717741935483870996e+00,4.726666666666666572e+01,4.574193548387096797e+00,2.532142857142857295e+01,1.916216216216216139e+01,2.363333333333333286e+01,2.726923076923077005e+01,4.726666666666666572e+01,3.376190476190475920e+01,1.222413793103448221e+01,1.125396825396825484e+01,4.170588235294117396e+01,1.611363636363636331e+01,2.085294117647058698e+01,1.865789473684210620e+01,2.025714285714285623e+01,5.908333333333333570e+01,2.363333333333333286e+01,7.877777777777777146e+01,2.726923076923077005e+01,1.289090909090909065e+01,1.312962962962962976e+01,2.625925925925925952e+01,2.085294117647058698e+01,2.025714285714285623e+01,2.215625000000000000e+01,4.170588235294117396e+01,1.648837209302325491e+01,2.954166666666666785e+01,2.085294117647058698e+01,1.648837209302325491e+01,2.726923076923077005e+01,3.731578947368421240e+01,3.082608695652173836e+01,2.444827586206896441e+01,3.938888888888888573e+01,2.085294117647058698e+01,2.835999999999999943e+01,2.835999999999999943e+01,7.791208791208791062e+00,1.729268292682926855e+01,1.963988919667589927e+00,2.625925925925925952e+01,3.731578947368421240e+01,2.215625000000000000e+01,4.170588235294117396e+01,2.954166666666666785e+01,1.508510638297872397e+01,1.575555555555555642e+01,2.363333333333333286e+01,3.082608695652173836e+01,4.431250000000000000e+01,3.938888888888888573e+01,3.731578947368421240e+01,1.817948717948717885e+01,1.418000000000000114e+02,2.726923076923077005e+01,2.025714285714285623e+01,5.064285714285714590e+01,3.731578947368421240e+01,2.025714285714285623e+01,1.916216216216216139e+01,2.085294117647058698e+01
1.435766423357664223e+01,1.586290322580645196e+01,1.311333333333333258e+02,1.269032258064516050e+01,7.025000000000000000e+01,5.316216216216216139e+01,6.556666666666666288e+01,7.565384615384616041e+01,1.311333333333333258e+02,9.366666666666667140e+01,3.391379310344827758e+01,3.122222222222222143e+01,1.157058823529411740e+02,4.470454545454545325e+01,5.785294117647058698e+01,5.176315789473684248e+01,5.620000000000000284e+01,1.639166666666666572e+02,6.556666666666666288e+01,2.185555555555555429e+02,7.565384615384616041e+01,3.576363636363636545e+01,3.642592592592592382e+01,7.285185185185184764e+01,5.785294117647058698e+01,5.620000000000000284e+01,6.146875000000000000e+01,1.157058823529411740e+02,4.574418604651162923e+01,8.195833333333332860e+01,5.785294117647058698e+01,4.574418604651162923e+01,7.565384615384616041e+01,1.035263157894736850e+02,8.552173913043478137e+01,6.782758620689655515e+01,1.092777777777777715e+02,5.785294117647058698e+01,7.868000000000000682e+01,7.868000000000000682e+01,2.161538461538461675e+01,4.797560975609756184e+01,5.448753462603877828e+00,7.285185185185184764e+01,1.035263157894736850e+02,6.146875000000000000e+01,1.157058823529411740e+02,8.195833333333332860e+01,4.185106382978723616e+01,4.371111111111110858e+01,6.556666666666666288e+01,8.552173913043478137e+01,1.229375000000000000e+02,1.092777777777777715e+02,1.035263157894736850e+02,5.043589743589743790e+01,3.933999999999999773e+02,7.565384615384616041e+01,5.620000000000000284e+01,1.405000000000000000e+02,1.035263157894736850e+02,5.620000000000000284e+01,5.316216216216216139e+01,5.785294117647058698e+01
5.678832116788321116e+00,6.274193548387096975e+00,5.186666666666666714e+01,5.019354838709677580e+00,2.778571428571428470e+01,2.102702702702702808e+01,2.593333333333333357e+01,2.992307692307692335e+01,5.186666666666666714e+01,3.704761904761905100e+01,1.341379310344827580e+01,1.234920634920634974e+01,4.576470588235294201e+01,1.768181818181818343e+01,2.288235294117647101e+01,2.047368421052631504e+01,2.222857142857142776e+01,6.483333333333332860e+01,2.593333333333333357e+01,8.644444444444444287e+01,2.992307692307692335e+01,1.414545454545454461e+01,1.440740740740740655e+01,2.881481481481481310e+01,2.288235294117647101e+01,2.222857142857142776e+01,2.431250000000000000e+01,4.576470588235294201e+01,1.809302325581395365e+01,3.241666666666666430e+01,2.288235294117647101e+01,1.809302325581395365e+01,2.992307692307692335e+01,4.094736842105263008e+01,3.382608695652174191e+01,2.682758620689655160e+01,4.322222222222222143e+01,2.288235294117647101e+01,3.112000000000000099e+01,3.112000000000000099e+01,8.549450549450549275e+00,1.897560975609756184e+01,2.155124653739612040e+00,2.881481481481481310e+01,4.094736842105263008e+01,2.431250000000000000e+01,4.576470588235294201e+01,3.241666666666666430e+01,1.655319148936170137e+01,1.728888888888888786e+01,2.593333333333333357e+01,3.382608695652174191e+01,4.862500000000000000e+01,4.322222222222222143e+01,4.094736842105263008e+01,1.994871794871794890e+01,1.555999999999999943e+02,2.992307692307692335e+01,2.222857142857142776e+01,5.557142857142856940e+01,4.094736842105263008e+01,2.222857142857142776e+01,2.102702702702702808e+01,2.288235294117647101e+01
2.934306569343065885e+00,3.241935483870967527e+00,2.680000000000000071e+01,2.593548387096774377e+00,1.435714285714285765e+01,1.086486486486486491e+01,1.340000000000000036e+01,1.546153846153846168e+01,2.680000000000000071e+01,1.914285714285714235e+01,6.931034482758620996e+00,6.380952380952381375e+00,2.364705882352941302e+01,9.136363636363636687e+00,1.182352941176470651e+01,1.057894736842105310e+01,1.148571428571428577e+01,3.350000000000000000e+01,1.340000000000000036e+01,4.466666666666666430e+01,1.546153846153846168e+01,7.309090909090909527e+00,7.444444444444444642e+00,1.488888888888888928e+01,1.182352941176470651e+01,1.148571428571428577e+01,1.256250000000000000e+01,2.364705882352941302e+01,9.348837209302326201e+00,1.675000000000000000e+01,1.182352941176470651e+01,9.348837209302326201e+00,1.546153846153846168e+01,2.115789473684210620e+01,1.747826086956521863e+01,1.386206896551724199e+01,2.233333333333333215e+01,1.182352941176470651e+01,1.607999999999999829e+01,1.607999999999999829e+01,4.417582417582417875e+00,9.804878048780487632e+00,1.113573407202216092e+00,1.488888888888888928e+01,2.115789473684210620e+01,1.256250000000000000e+01,2.364705882352941302e+01,1.675000000000000000e+01,8.553191489361701372e+00,8.933333333333333570e+00,1.340000000000000036e+01,1.747826086956521863e+01,2.512500000000000000e+01,2.233333333333333215e+01,2.115789473684210620e+01,1.030769230769230838e+01,8.040000000000000568e+01,1.546153846153846168e+01,1.148571428571428577e+01,2.871428571428571530e+01,2.115789473684210620e+01,1.148571428571428577e+01,1.086486486486486491e+01,1.182352941176470651e+01
7.481751824817518326e+00,8.266129032258064058e+00,6.833333333333332860e+01,6.612903225806451957e+00,3.660714285714285410e+01,2.770270270270270174e+01,3.416666666666666430e+01,3.942307692307691980e+01,6.833333333333332860e+01,4.880952380952381020e+01,1.767241379310344840e+01,1.626984126984126888e+01,6.029411764705882604e+01,2.329545454545454675e+01,3.014705882352941302e+01,2.697368421052631504e+01,2.928571428571428470e+01,8.541666666666667140e+01,3.416666666666666430e+01,1.138888888888888857e+02,3.942307692307691980e+01,1.863636363636363669e+01,1.898148148148148096e+01,3.796296296296296191e+01,3.014705882352941302e+01,2.928571428571428470e+01,3.203125000000000000e+01,6.029411764705882604e+01,2.383720930232558288e+01,4.270833333333333570e+01,3.014705882352941302e+01,2.383720930232558288e+01,3.942307692307691980e+01,5.394736842105263008e+01,4.456521739130435122e+01,3.534482758620689680e+01,5.694444444444444287e+01,3.014705882352941302e+01,4.100000000000000000e+01,4.100000000000000000e+01,1.126373626373626458e+01,2.500000000000000000e+01,2.839335180055401864e+00,3.796296296296296191e+01,5.394736842105263008e+01,3.203125000000000000e+01,6.029411764705882604e+01,4.270833333333333570e+01,2.180851063829787151e+01,2.277777777777777857e+01,3.416666666666666430e+01,4.456521739130435122e+01,6.406250000000000000e+01,5.694444444444444287e+01,5.394736842105263008e+01,2.628205128205128105e+01,2.050000000000000000e+02,3.942307692307691980e+01,2.928571428571428470e+01,7.321428571428570820e+01,5.394736842105263008e+01,2.928571428571428470e+01,2.770270270270270174e+01,3.014705882352941302e+01
1.340145985401459860e+01,1.480645161290322598e+01,1.224000000000000057e+02,1.184516129032258114e+01,6.557142857142856940e+01,4.962162162162162105e+01,6.120000000000000284e+01,7.061538461538461320e+01,1.224000000000000057e+02,8.742857142857143060e+01,3.165517241379310320e+01,2.914285714285714235e+01,1.080000000000000000e+02,4.172727272727272663e+01,5.400000000000000000e+01,4.831578947368421240e+01,5.245714285714285552e+01,1.530000000000000000e+02,6.120000000000000284e+01,2.040000000000000000e+02,7.061538461538461320e+01,3.338181818181818272e+01,3.400000000000000000e+01,6.800000000000000000e+01,5.400000000000000000e+01,5.245714285714285552e+01,5.737500000000000000e+01,1.080000000000000000e+02,4.269767441860464885e+01,7.650000000000000000e+01,5.400000000000000000e+01,4.269767441860464885e+01,7.061538461538461320e+01,9.663157894736842479e+01,7.982608695652173481e+01,6.331034482758620641e+01,1.020000000000000000e+02,5.400000000000000000e+01,7.343999999999999773e+01,7.343999999999999773e+01,2.017582417582417520e+01,4.478048780487804947e+01,5.085872576177285609e+00,6.800000000000000000e+01,9.663157894736842479e+01,5.737500000000000000e+01,1.080000000000000000e+02,7.650000000000000000e+01,3.906382978723404165e+01,4.079999999999999716e+01,6.120000000000000284e+01,7.982608695652173481e+01,1.147500000000000000e+02,1.020000000000000000e+02,9.663157894736842479e+01,4.707692307692308020e+01,3.671999999999999886e+02,7.061538461538461320e+01,5.245714285714285552e+01,1.311428571428571388e+02,9.663157894736842479e+01,5.245714285714285552e+01,4.962162162162162105e+01,5.400000000000000000e+01
1.224817518248175219e+01,1.353225806451612989e+01,1.118666666666666600e+02,1.082580645161290356e+01,5.992857142857143060e+01,4.535135135135135442e+01,5.593333333333333002e+01,6.453846153846153300e+01,1.118666666666666600e+02,7.990476190476189799e+01,2.893103448275861922e+01,2.663492063492063622e+01,9.870588235294117396e+01,3.813636363636363313e+01,4.935294117647058698e+01,4.415789473684210265e+01,4.794285714285714306e+01,1.398333333333333428e+02,5.593333333333333002e+01,1.864444444444444571e+02,6.453846153846153300e+01,3.050909090909090793e+01,3.107407407407407263e+01,6.214814814814814525e+01,4.935294117647058698e+01,4.794285714285714306e+01,5.243750000000000000e+01,9.870588235294117396e+01,3.902325581395349019e+01,6.991666666666667140e+01,4.935294117647058698e+01,3.902325581395349019e+01,6.453846153846153300e+01,8.831578947368420529e+01,7.295652173913043725e+01,5.786206896551723844e+01,9.322222222222222854e+01,4.935294117647058698e+01,6.712000000000000455e+01,6.712000000000000455e+01,1.843956043956043800e+01,4.092682926829268553e+01,4.648199445983379086e+00,6.214814814814814525e+01,8.831578947368420529e+01,5.243750000000000000e+01,9.870588235294117396e+01,6.991666666666667140e+01,3.570212765957446521e+01,3.728888888888889142e+01,5.593333333333333002e+01,7.295652173913043725e+01,1.048750000000000000e+02,9.322222222222222854e+01,8.831578947368420529e+01,4.302564102564102910e+01,3.356000000000000227e+02,6.453846153846153300e+01,4.794285714285714306e+01,1.198571428571428612e+02,8.831578947368420529e+01,4.794285714285714306e+01,4.535135135135135442e+01,4.935294117647058698e+01
