8.750000000000000000e+00,1.312500000000000000e+01,1.312500000000000000e+01,8.076923076923076650e+00,7.500000000000000000e+00,1.400000000000000000e+01,8.400000000000000355e+00,6.363636363636363313e+00,1.000000000000000000e+01,8.400000000000000355e+00,7.241379310344827402e+00
6.166666666666666963e+00,9.250000000000000000e+00,9.250000000000000000e+00,5.692307692307692513e+00,5.285714285714285587e+00,9.866666666666667140e+00,5.919999999999999929e+00,4.484848484848484418e+00,7.047619047619047450e+00,5.919999999999999929e+00,5.103448275862069394e+00
6.075000000000000000e+01,9.112500000000000000e+01,9.112500000000000000e+01,5.607692307692308020e+01,5.207142857142856940e+01,9.720000000000000284e+01,5.832000000000000028e+01,4.418181818181817988e+01,6.942857142857143060e+01,5.832000000000000028e+01,5.027586206896551602e+01
3.604166666666666430e+01,5.406250000000000000e+01,5.406250000000000000e+01,3.326923076923076650e+01,3.089285714285714235e+01,5.766666666666666430e+01,3.460000000000000142e+01,2.621212121212121104e+01,4.119047619047618980e+01,3.460000000000000142e+01,2.982758620689655160e+01
2.912500000000000000e+01,4.368750000000000000e+01,4.368750000000000000e+01,2.688461538461538325e+01,2.496428571428571530e+01,4.660000000000000142e+01,2.796000000000000085e+01,2.118181818181818343e+01,3.328571428571428470e+01,2.796000000000000085e+01,2.410344827586206762e+01
4.408333333333333570e+01,6.612500000000000000e+01,6.612500000000000000e+01,4.069230769230769340e+01,3.778571428571428470e+01,7.053333333333333144e+01,4.232000000000000028e+01,3.206060606060606233e+01,5.038095238095237960e+01,4.232000000000000028e+01,3.648275862068965836e+01
2.866666666666666785e+01,4.300000000000000000e+01,4.300000000000000000e+01,2.646153846153845990e+01,2.457142857142857295e+01,4.586666666666666714e+01,2.751999999999999957e+01,2.084848484848484773e+01,3.276190476190475920e+01,2.751999999999999957e+01,2.372413793103448398e+01
3.750000000000000000e+00,5.625000000000000000e+00,5.625000000000000000e+00,3.461538461538461675e+00,3.214285714285714413e+00,6.000000000000000000e+00,3.600000000000000089e+00,2.727272727272727071e+00,4.285714285714285587e+00,3.600000000000000089e+00,3.103448275862068950e+00
2.145833333333333215e+01,3.218750000000000000e+01,3.218750000000000000e+01,1.980769230769230660e+01,1.839285714285714235e+01,3.433333333333333570e+01,2.060000000000000142e+01,1.560606060606060552e+01,2.452380952380952550e+01,2.060000000000000142e+01,1.775862068965517082e+01
2.829166666666666785e+01,4.243750000000000000e+01,4.243750000000000000e+01,2.611538461538461675e+01,2.425000000000000000e+01,4.526666666666666572e+01,2.716000000000000014e+01,2.057575757575757436e+01,3.233333333333333570e+01,2.716000000000000014e+01,2.341379310344827758e+01
1.400000000000000000e+01,2.100000000000000000e+01,2.100000000000000000e+01,1.292307692307692335e+01,1.200000000000000000e+01,2.239999999999999858e+01,1.343999999999999950e+01,1.018181818181818166e+01,1.600000000000000000e+01,1.343999999999999950e+01,1.158620689655172420e+01
